,description,indonesian_description,hs_code,id_,parent_id,depth,is_leaf
8706,Powder,Bubuk,7106.10.00,8707,8706,1,True
8707,Other,Lain-lain,,8708,8706,1,False
8708,Unwrought,Tidak ditempa,7106.91.00,8709,8708,2,True
8709,Semi-manufactured,Setengah jadi,7106.92.00,8710,8708,2,True
8710,"Base metals clad with silver, not further worked than semi-manufactured","Logam tidak mulia dipalut dengan perak, tidak dikerjakan lebih lanjut selain menjadi barang setengah jadi",7107.00.00,8711,0,0,True
8711,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form","Emas (termasuk emas disepuh dengan platina) tidak ditempa atau dalam bentuk setengah jadi, atau dalam bentuk bubuk",71.08,8712,0,0,False
8712,Non-monetary,Bukan mata uang,,8713,8712,1,False
8713,Powder,Bubuk,7108.11.00,8714,8713,2,True
8714,Other unwrought forms,Bentuk tidak ditempa lainnya,7108.12,8715,8713,2,False
8715,"In lumps, ingots or cast bars","Dalam bentuk bongkah, ingot atau batang tuangan",7108.12.10,8716,8715,3,True
8716,Other,Lain-lain,7108.12.90,8717,8715,3,True
8717,Other semi-manufactured forms,Bentuk setengah jadi lainnya,7108.13.00,8718,8713,2,True
8718,Monetary,Mata uang,7108.20.00,8719,8712,1,True
8719,"Base metals or silver, clad with gold, not further worked than semi-manufactured","Logam tidak mulia atau perak, dipalut dengan emas, tidak dikerjakan lebih lanjut selain setengah jadi",7109.00.00,8720,0,0,True
8720,"Platinum, unwrought or in semi-manufactured forms, or in powder form","Platina, tidak ditempa atau dalam bentuk setengah jadi, atau dalam bentuk bubuk",71.10,8721,0,0,False
8721,Platinum,Platina,,8722,8721,1,False
8722,Unwrought or in powder form,Tidak ditempa atau dalam bentuk bubuk,7110.11,8723,8722,2,False
8723,"In lumps, ingots, cast bars or in powder form","Dalam bongkah, ingot, batang tuangan, atau dalam bentuk bubuk",7110.11.10,8724,8723,3,True
8724,Other,Lain-lain,7110.11.90,8725,8723,3,True
8725,Other,Lain-lain,7110.19.00,8726,8722,2,True
8726,Palladium,Palladium,,8727,8721,1,False
8727,Unwrought or in powder form,Tidak ditempa atau dalam bentuk bubuk,7110.21,8728,8727,2,False
8728,"In lumps, ingots, cast bars or in powder form","Dalam bongkah, ingot, batang tuangan, atau dalam bentuk bubuk",7110.21.10,8729,8728,3,True
8729,Other,Lain-lain,7110.21.90,8730,8728,3,True
8730,Other,Lain-lain,7110.29.00,8731,8727,2,True
8731,Rhodium,Rhodium,,8732,8721,1,False
8732,Unwrought or in powder form,Tidak ditempa atau dalam bentuk bubuk,7110.31,8733,8732,2,False
8733,"In lumps, ingots, cast bars or in powder form","Dalam bongkah, ingot, batang tuangan, atau dalam bentuk bubuk",7110.31.10,8734,8733,3,True
8734,Other,Lain-lain,7110.31.90,8735,8733,3,True
8735,Other,Lain-lain,7110.39.00,8736,8732,2,True
8736,"Iridium, osmium and ruthenium","Iridium, osmium dan ruthenium",,8737,8721,1,False
8737,Unwrought or in powder form,Tidak ditempa atau dalam bentuk bubuk,7110.41,8738,8737,2,False
8738,"In lumps, ingots, cast bars or in powder form","Dalam bongkah, ingot, batang tuangan, atau dalam bentuk bubuk",7110.41.10,8739,8738,3,True
8739,Other,Lain-lain,7110.41.90,8740,8738,3,True
8740,Other,Lain-lain,7110.49.00,8741,8737,2,True
8741,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured","Logam tidak mulia, perak atau emas, dipalut dengan platina, tidak dikerjakan lebih lanjut selain setengah jadi",71.11,8742,0,0,False
8742,"Silver or gold, clad with platinum","Perak atau emas, dipalut dengan platina",7111.00.10,8743,8742,1,True
8743,Other,Lain-lain,7111.00.90,8744,8742,1,True
8744,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal","Sisa dan skrap dari logam mulia atau dari logam yang dipalut dengan logam mulia; sisa dan skrap lainnya mengandung logam mulia atau senyawa logam mulia, dari jenis yang digunakan terutama untuk pemulihan logam mulia",71.12,8745,0,0,False
8745,Ash containing precious metal or precious metal compounds,Abu mengandung logam mulia atau senyawa logam mulia,7112.30.00,8746,8745,1,True
8746,Other,Lain-lain,,8747,8745,1,False
8747,"Of gold, including metal clad with gold but excluding sweepings containing other precious metals","Dari emas, termasuk logam yang dipalut dengan emas tetapi tidak termasuk sisa mengandung logam mulia lainnya",7112.91.00,8748,8747,2,True
8748,"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals","Dari platina, termasuk logam yang dipalut dengan platina tetapi tidak termasuk sisa mengandung logam mulia lainnya",7112.92.00,8749,8747,2,True
8749,Other,Lain-lain,7112.99,8750,8747,2,False
8750,"Of silver, including metal clad with silver but excluding sweepings containing other precious metals","Dari perak, termasuk logam yang dipalut dengan perak tetapi tidak termasuk sisa mengandung logam mulia lainnya",7112.99.10,8751,8750,3,True
8751,Other,Lain-lain,7112.99.90,8752,8750,3,True
8752,SUB-CHAPTER III,SUB-BAB III,,8753,0,0,True
8753,"JEWELLERY, GOLDSMITHS' AND SILVERSMITHS’ WARES AND OTHER ARTICLES","PERHIASAN, BARANG HASIL TEMPAAN PANDAI EMAS DAN PANDAI PERAK SERTA BARANG LAINNYA",,8754,0,0,True
8754,"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal","Barang perhiasan dan bagiannya, dari logam mulia atau dari logam yang dipalut dengan logam mulia",71.13,8755,0,0,False
8755,Of precious metal whether or not plated or clad with precious metal,"Dari logam mulia, disepuh atau dipalut dengan logam mulia maupun tidak",,8756,8755,1,False
8756,"Of silver, whether or not plated or clad with other precious metal","Dari perak, disepuh atau dipalut dengan logam mulia lainnya maupun tidak",7113.11,8757,8756,2,False
8757,Parts,Bagian,7113.11.10,8758,8757,3,True
8758,Other,Lain-lain,7113.11.90,8759,8757,3,True
8759,"Of other precious metal, whether or not plated or clad with precious metal","Dari logam mulia lainnya, disepuh atau dipalut dengan logam mulia maupun tidak",7113.19,8760,8756,2,False
8760,Parts,Bagian,7113.19.10,8761,8760,3,True
8761,Other,Lain-lain,7113.19.90,8762,8760,3,True
8762,Of base metal clad with precious metal,Dari logam tidak mulia yang dipalut dengan logam mulia,7113.20,8763,8755,1,False
8763,Parts,Bagian,7113.20.10,8764,8763,2,True
8764,Other,Lain-lain,7113.20.90,8765,8763,2,True
8765,"Articles of goldsmiths’ or silversmiths’ wares and parts thereof, of precious metal or of metal clad with precious metal","Barang hasil tempaan pandai emas atau pandai perak dan bagiannya, dari logam mulia atau dari logam yang dipalut dengan logam mulia",71.14,8766,0,0,False
8766,Of precious metal whether or not plated or clad with precious metal,"Dari logam mulia, disepuh atau dipalut dengan logam mulia maupun tidak",,8767,8766,1,False
8767,"Of silver, whether or not plated or clad with other precious metal","Dari perak, disepuh atau dipalut dengan logam mulia lainnya maupun tidak",7114.11.00,8768,8767,2,True
8768,"Of other precious metal, whether or not plated or clad with precious metal","Dari logam mulia lainnya, disepuh atau dipalut dengan logam mulia maupun tidak",7114.19.00,8769,8767,2,True
8769,Of base metal clad with precious metal,Dari logam tidak mulia dipalut dengan logam mulia,7114.20.00,8770,8766,1,True
8770,Other articles of precious metal or of metal clad with precious metal,Barang lainnya dari logam mulia atau dari logam yang dipalut dengan logam mulia,71.15,8771,0,0,False
8771,"Catalysts in the form of wire cloth or grill, of platinum","Katalis dalam bentuk kasa kawat atau anyaman kisi, dari platina",7115.10.00,8772,8771,1,True
8772,Other,Lain-lain,7115.90,8773,8771,1,False
8773,Of gold or silver,Dari emas atau perak,7115.90.10,8774,8773,2,True
8774,Of metal clad with gold or silver,Dari logam yang dipalut dengan emas atau perak,7115.90.20,8775,8773,2,True
8775,Other,Lain-lain,7115.90.90,8776,8773,2,True
8776,"Articles of natural or cultured pearls, precious or semi-precious stones (natural, synthetic or reconstructed)","Barang dari mutiara alam atau mutiara budidaya, batu mulia atau batu semi mulia (alam, sintetik atau direkonstruksi)",71.16,8777,0,0,False
8777,Of natural or cultured pearls,Dari mutiara alam atau budidaya,7116.10.00,8778,8777,1,True
8778,"Of precious or semi-precious stones (natural, synthetic or reconstructed)","Dari batu mulia atau batu semi mulia (alam, sintetik atau direkonstruksi)",7116.20.00,8779,8777,1,True
8779,Imitation jewellery,Perhiasan imitasi,71.17,8780,0,0,False
8780,"Of base metal, whether or not plated with precious metal","Dari logam tidak mulia, disepuh dengan logam mulia maupun tidak",,8781,8780,1,False
8781,Cuff-links and studs,Manset dan kancing kerah,7117.11,8782,8781,2,False
8782,Parts,Bagian,7117.11.10,8783,8782,3,True
8783,Other,Lain-lain,7117.11.90,8784,8782,3,True
8784,Other,Lain-lain,7117.19,8785,8781,2,False
8785,Bangles,Bangle,7117.19.10,8786,8785,3,True
8786,Other imitation jewellery,Perhiasan imitasi lainnya,7117.19.20,8787,8785,3,True
8787,Parts,Bagian,7117.19.90,8788,8785,3,True
8788,Other,Lain-lain,7117.90,8789,8780,1,False
8789,Bangles,Bangle,,8790,8789,2,False
8790,Wholly of plastics or glass,Seluruhnya dari plastik atau kaca,7117.90.11,8791,8790,3,True
8791,"Wholly of wood, worked tortoise shell, ivory, bone, horn, coral, mother-of-pearl and other animal carving material, worked vegetable carving material or worked mineral carving material","Seluruhnya dari kayu, tempurung kura-kura yang dikerjakan, gading, tulang, tanduk, koral, kulit kerang dan bahan pahatan dari binatang lainnya, bahan pahatan dikerjakan dari tumbuhan atau bahan pahatan dikerjakan dari mineral",7117.90.12,8792,8790,3,True
8792,Wholly of porcelain or china,Seluruhnya dari porselen atau keramik cina,7117.90.13,8793,8790,3,True
8793,Other,Lain-lain,7117.90.19,8794,8790,3,True
8794,Other imitation jewellery,Perhiasan imitasi lainnya,,8795,8789,2,False
8795,Wholly of plastics or glass,Seluruhnya dari plastik atau kaca,7117.90.21,8796,8795,3,True
8796,"Wholly of wood, worked tortoise shell, ivory, bone, horn, coral, mother-of-pearl and other animal carving material, worked vegetable carving material or worked mineral carving material","Seluruhnya dari kayu, tempurung kura-kura yang dikerjakan, gading, tulang, tanduk, koral, kulit kerang dan bahan pahatan dari binatang lainnya, bahan pahatan dikerjakan dari tumbuhan atau bahan pahatan dikerjakan dari mineral",7117.90.22,8797,8795,3,True
8797,Wholly of porcelain or china,Seluruhnya dari porselen atau keramik cina,7117.90.23,8798,8795,3,True
8798,Other,Lain-lain,7117.90.29,8799,8795,3,True
8799,Parts,Bagian,,8800,8789,2,False
8800,Wholly of plastics or glass,Seluruhnya dari plastik atau kaca,7117.90.91,8801,8800,3,True
8801,"Wholly of wood, worked tortoise shell, ivory, bone, horn, coral, mother-of-pearl and other animal carving material, worked vegetable carving material or worked mineral carving material","Seluruhnya dari kayu, tempurung kura-kura yang dikerjakan, gading, tulang, tanduk, koral, kulit kerang dan bahan pahatan dari binatang lainnya, bahan pahatan dikerjakan dari tumbuhan atau bahan pahatan dikerjakan dari mineral",7117.90.92,8802,8800,3,True
8802,Wholly of porcelain or china,Seluruhnya dari porselen atau keramik cina,7117.90.93,8803,8800,3,True
8803,Other,Lain-lain,7117.90.99,8804,8800,3,True
8804,Coin,Koin,71.18,8805,0,0,False
8805,"Coin (other than gold coin), not being legal tender","Koin (selain koin emas), bukan sebagai alat pembayaran yang sah",7118.10,8806,8805,1,False
8806,Silver coin,Koin perak,7118.10.10,8807,8806,2,True
8807,Other,Lain-lain,7118.10.90,8808,8806,2,True
8808,Other,Lain-lain,7118.90,8809,8805,1,False
8809,"Gold coin, whether or not legal tender","Koin emas, alat pembayaran yang sah maupun tidak",7118.90.10,8810,8809,2,True
8810,"Silver coin, being legal tender","Koin perak, sebagai alat pembayaran yang sah",7118.90.20,8811,8809,2,True
8811,Other,Lain-lain,7118.90.90,8812,8809,2,True
8812,SUB-CHAPTER I,SUB-BAB I,,8813,0,0,True
8813,PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM,BAHAN PRIMER; PRODUK DALAM BENTUK BUTIR ATAU BUBUK,,8814,0,0,True
8814,"Pig iron and, spiegeleisen in pigs, blocks or other primary forms","Besi pig dan besi cermin (spiegeleisen) dalam bentuk pig, blok atau bentuk asal lainnya",72.01,8815,0,0,False
8815,Non-alloy pig iron containing by weight 0.5 % or less of phosphorus,"Besi pig bukan paduan mengandung fosfor 0,5 % atau kurang menurut beratnya",7201.10.00,8816,8815,1,True
8816,Non-alloy pig iron containing by weight more than 0.5 % of phosphorus,"Besi pig bukan paduan mengandung fosfor lebih dari 0,5 % menurut beratnya",7201.20.00,8817,8815,1,True
8817,Alloy pig iron; spiegeleisen,Besi pig paduan; besi cermin (spiegeleisen),7201.50.00,8818,8815,1,True
8818,Ferro-alloys,Paduan fero,72.02,8819,0,0,False
8819,Ferro-manganese,Fero-mangan,,8820,8819,1,False
8820,Containing by weight more than 2 % of carbon,Mengandung karbon lebih dari 2 % menurut beratnya,7202.11.00,8821,8820,2,True
8821,Other,Lain-lain,7202.19.00,8822,8820,2,True
8822,Ferro-silicon,Fero-silikon,,8823,8819,1,False
8823,Containing by weight more than 55 % of silicon,Mengandung silikon lebih dari 55 % menurut beratnya,7202.21.00,8824,8823,2,True
8824,Other,Lain-lain,7202.29.00,8825,8823,2,True
8825,Ferro-silico-manganese,Fero-silikon-mangan,7202.30.00,8826,8819,1,True
8826,Ferro-chromium,Fero-kromium,,8827,8819,1,False
8827,Containing by weight more than 4 % of carbon,Mengandung karbon lebih dari 4 % menurut beratnya,7202.41.00,8828,8827,2,True
8828,Other,Lain-lain,7202.49.00,8829,8827,2,True
8829,Ferro-silico-chromium,Fero-silikon-kromium,7202.50.00,8830,8819,1,True
8830,Ferro-nickel,Fero-nikel,7202.60.00,8831,8819,1,True
8831,Ferro-molybdenum,Fero-molibdenum,7202.70.00,8832,8819,1,True
8832,Ferro-tungsten and ferro-silico-tungsten,Fero-tungsten dan fero-silikon-tungsten,7202.80.00,8833,8819,1,True
8833,Other,Lain-lain,,8834,8819,1,False
8834,Ferro-titanium and ferro-silico-titanium,Fero-titanium dan fero-silikon-titanium,7202.91.00,8835,8834,2,True
8835,Ferro-vanadium,Fero-vanadium,7202.92.00,8836,8834,2,True
8836,Ferro-niobium,Fero-niobium,7202.93.00,8837,8834,2,True
8837,Other,Lain-lain,7202.99.00,8838,8834,2,True
8838,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 %, in lumps, pellets or similar forms","Produk fero diperoleh dengan reduksi langsung dari bijih besi dan produk besi spon lainnya, dalam bentuk bongkah, pelet atau semacamnya; besi yang mempunyai kemurnian sekurang-kurangnya 99,94 % menurut beratnya, dalam bentuk bongkah, pelet atau semacamnya",72.03,8839,0,0,False
8839,Ferrous products obtained by direct reduction of iron ore,Produk besi yang diperoleh dengan reduksi langsung dari bijih besi,7203.10.00,8840,8839,1,True
8840,Other,Lain-lain,7203.90.00,8841,8839,1,True
8841,Ferrous waste and scrap; remelting scrap ingots of iron or steel,Sisa dan skrap fero; ingot hasil peleburan kembali skrap besi atau baja,72.04,8842,0,0,False
8842,Waste and scrap of cast iron,Sisa dan skrap dari besi tuang,7204.10.00,8843,8842,1,True
8843,Waste and scrap of alloy steel,Sisa dan skrap dari baja paduan,,8844,8842,1,False
8844,Of stainless steel,Dari baja stainless,7204.21.00,8845,8844,2,True
8845,Other,Lain-lain,7204.29.00,8846,8844,2,True
8846,Waste and scrap of tinned iron or steel,Sisa dan skrap dari besi atau baja dilapis timah,7204.30.00,8847,8842,1,True
8847,Other waste and scrap,Sisa dan skrap lainnya,,8848,8842,1,False
8848,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles","Bentuk gram, serutan, kepingan, sisa gilingan, serbuk gergaji, kikiran, potongan dan hancuran, dalam bundel maupun tidak",7204.41.00,8849,8848,2,True
8849,Other,Lain-lain,7204.49.00,8850,8848,2,True
8850,Remelting scrap ingots,Ingot hasil peleburan kembali skrap,7204.50.00,8851,8842,1,True
8851,"Granules and powders, of pig iron, spiegeleisen, iron or steel","Butir dan bubuk, dari besi pig, besi cermin (spiegeleisen), besi atau baja",72.05,8852,0,0,False
8852,Granules,Butir,7205.10.00,8853,8852,1,True
8853,Powders,Bubuk,,8854,8852,1,False
8854,Of alloy steel,Dari baja paduan,7205.21.00,8855,8854,2,True
8855,Other,Lain-lain,7205.29.00,8856,8854,2,True
8856,SUB-CHAPTER II,SUB-BAB II,,8857,0,0,True
8857,IRON AND NON-ALLOY STEEL,BESI DAN BAJA BUKAN PADUAN,,8858,0,0,True
8858,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03),Besi dan baja bukan paduan dalam bentuk ingot atau bentuk asal lainnya (tidak termasuk besi dari pos 72.03),72.06,8859,0,0,False
8859,Ingots,Ingot,7206.10,8860,8859,1,False
8860,Containing by weight more than 0.6 % of carbon,"Mengandung karbon lebih dari 0,6 % menurut beratnya",7206.10.10,8861,8860,2,True
8861,Other,Lain-lain,7206.10.90,8862,8860,2,True
8862,Other,Lain-lain,7206.90.00,8863,8859,1,True
8863,Semi-finished products of iron or non-alloy steel,Produk setengah jadi dari besi atau baja bukan paduan,72.07,8864,0,0,False
8864,Containing by weight less than 0.25 % of carbon,"Mengandung karbon kurang dari 0,25 % menurut beratnya",,8865,8864,1,False
8865,"Of rectangular (including square) cross-section, the width measuring less than twice the thickness","Dengan penampang silang empat persegi panjang (termasuk bujur sangkar), ukuran lebarnya kurang dari dua kali ketebalannya",7207.11.00,8866,8865,2,True
8866,"Other, of rectangular (other than square) cross-section","Lain-lain, dengan penampang silang empat persegi panjang (selain dari bujur sangkar)",7207.12,8867,8865,2,False
8867,Slabs,Lembaran tebal,7207.12.10,8868,8867,3,True
8868,Other,Lain-lain,7207.12.90,8869,8867,3,True
8869,Other,Lain-lain,7207.19.00,8870,8865,2,True
8870,Containing by weight 0.25 % or more of carbon,"Mengandung karbon 0,25 % atau lebih menurut beratnya",7207.20,8871,8864,1,False
8871,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,8872,8871,2,False
8872,Slabs,Lembaran tebal,7207.20.10,8873,8872,3,True
8873,Other,Lain-lain,,8874,8872,3,False
8874,Blocks roughly shaped by forging; sheet bars,Blok yang dibentuk secara kasar dengan ditempa; sheet bar,7207.20.21,8875,8874,4,True
8875,Other,Lain-lain,7207.20.29,8876,8874,4,True
8876,Other,Lain-lain,,8877,8871,2,False
8877,Slabs,Lembaran tebal,7207.20.91,8878,8877,3,True
8878,Other,Lain-lain,,8879,8877,3,False
8879,Blocks roughly shaped by forging; sheet bars,Blok yang dibentuk secara kasar dengan ditempa; sheet bar,7207.20.92,8880,8879,4,True
8880,Other,Lain-lain,7207.20.99,8881,8879,4,True
8881,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated","Produk canai lantaian dari besi atau baja bukan paduan, dengan lebar 600 mm atau lebih, dicanai panas, tidak dipalut, tidak disepuh atau tidak dilapisi",72.08,8882,0,0,False
8882,"In coils, not further worked than hot-rolled, with patterns in relief","Dalam gulungan, tidak dikerjakan lebih lanjut selain dicanai panas, dengan pola relief",7208.10.00,8883,8882,1,True
8883,"Other, in coils, not further worked than hot-rolled, pickled","Lain-lain, dalam gulungan, tidak dikerjakan lebih lanjut selain dicanai panas, telah dibersihkan dengan asam",,8884,8882,1,False
8884,Of a thickness of 4.75 mm or more,"Dengan ketebalan 4,75 mm atau lebih",7208.25.00,8885,8884,2,True
8885,Of a thickness of 3 mm or more but less than 4.75 mm,"Dengan ketebalan 3 mm atau lebih tetapi kurang dari 4,75 mm",7208.26.00,8886,8884,2,True
8886,Of a thickness of less than 3 mm,Dengan ketebalan kurang dari 3 mm,7208.27,8887,8884,2,False
8887,Of a thickness of less than 2 mm,Dengan ketebalan kurang dari 2 mm,,8888,8887,3,False
8888,Containing by weight 0.6 % or more of carbon,"Mengandung karbon 0,6 % atau lebih menurut beratnya",7208.27.11,8889,8888,4,True
8889,Other,Lain-lain,7208.27.19,8890,8888,4,True
8890,Other,Lain-lain,,8891,8887,3,False
8891,Containing by weight 0.6 % or more of carbon,"Mengandung karbon 0,6 % atau lebih menurut beratnya",7208.27.91,8892,8891,4,True
8892,Other,Lain-lain,7208.27.99,8893,8891,4,True
8893,"Other, in coils, not further worked than hot-rolled","Lain-lain, dalam gulungan, tidak dikerjakan lebih lanjut selain dicanai panas",,8894,8882,1,False
8894,Of a thickness exceeding 10 mm,Dengan ketebalan melebihi 10 mm,7208.36.00,8895,8894,2,True
8895,Of a thickness of 4.75 mm or more but not exceeding 10 mm,"Dengan ketebalan 4,75 mm atau lebih tetapi tidak melebihi 10 mm",7208.37.00,8896,8894,2,True
8896,Of a thickness of 3 mm or more but less than 4.75 mm,"Dengan ketebalan 3 mm atau lebih tetapi kurang dari 4,75 mm",7208.38.00,8897,8894,2,True
8897,Of a thickness of less than 3 mm,Dengan ketebalan kurang dari 3 mm,7208.39,8898,8894,2,False
8898,Containing by weight less than 0.6 % of carbon and of a thickness of 0.17 mm or less,"Mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 0,17 mm atau kurang",7208.39.10,8899,8898,3,True
8899,Other,Lain-lain,7208.39.90,8900,8898,3,True
8900,"Not in coils, not further worked than hot-rolled, with patterns in relief","Tidak dalam gulungan, tidak dikerjakan lebih lanjut selain dicanai panas, dengan pola relief",7208.40.00,8901,8882,1,True
8901,"Other, not in coils, not further worked than hot-rolled","Lain-lain, tidak dalam gulungan, tidak dikerjakan lebih lanjut selain dicanai panas",,8902,8882,1,False
8902,Of a thickness exceeding 10 mm,Dengan ketebalan melebihi 10 mm,7208.51.00,8903,8902,2,True
8903,Of a thickness of 4.75 mm or more but not exceeding 10 mm,"Dengan ketebalan 4,75 mm atau lebih tetapi tidak melebihi 10 mm",7208.52.00,8904,8902,2,True
8904,Of a thickness of 3 mm or more but less than 4.75 mm,"Dengan ketebalan 3 mm atau lebih tetapi kurang dari 4,75 mm",7208.53.00,8905,8902,2,True
8905,Of a thickness of less than 3 mm,Dengan ketebalan kurang dari 3 mm,7208.54,8906,8902,2,False
8906,Containing by weight less than 0.6 % of carbon and of a thickness of 0.17 mm or less,"Mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 0,17 mm atau kurang",7208.54.10,8907,8906,3,True
8907,Other,Lain-lain,7208.54.90,8908,8906,3,True
8908,Other,Lain-lain,7208.90,8909,8882,1,False
8909,Corrugated,Bergelombang,7208.90.10,8910,8909,2,True
8910,"Other, containing by weight less than 0.6 % of carbon and of a thickness of 0.17 mm or less","Lain-lain, mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 0,17 mm atau kurang",7208.90.20,8911,8909,2,True
8911,Other,Lain-lain,7208.90.90,8912,8909,2,True
8912,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated","Produk canai lantaian dari besi atau baja bukan paduan, dengan lebar 600 mm atau lebih, dicanai dingin (cold-reduced), tidak dipalut, tidak disepuh atau tidak dilapisi",72.09,8913,0,0,False
8913,"In coils, not further worked than cold-rolled (cold-reduced)","Dalam gulungan, tidak dikerjakan lebih lanjut selain dicanai dingin (cold-reduced)",,8914,8913,1,False
8914,Of a thickness of 3 mm or more,Dengan ketebalan 3 mm atau lebih,7209.15.00,8915,8914,2,True
8915,Of a thickness exceeding 1 mm but less than 3 mm,Dengan ketebalan melebihi 1 mm tetapi kurang dari 3 mm,7209.16,8916,8914,2,False
8916,"Of a width not exceeding 1,250 mm",Dengan lebar tidak melebihi 1.250 mm,7209.16.10,8917,8916,3,True
8917,Other,Lain-lain,7209.16.90,8918,8916,3,True
8918,Of a thickness of 0.5 mm or more but not exceeding 1 mm,"Dengan ketebalan 0,5 mm atau lebih tetapi tidak melebihi 1 mm",7209.17,8919,8914,2,False
8919,"Of a width not exceeding 1,250 mm",Dengan lebar tidak melebihi 1.250 mm,7209.17.10,8920,8919,3,True
8920,Other,Lain-lain,7209.17.90,8921,8919,3,True
8921,Of a thickness of less than 0.5 mm,"Dengan ketebalan kurang dari 0,5 mm",7209.18,8922,8914,2,False
8922,Tin-mill blackplate,Tin-mill blackplate,7209.18.10,8923,8922,3,True
8923,Other,Lain-lain,,8924,8922,3,False
8924,Containing by weight less than 0.6 % of carbon and of a thickness of 0.17 mm or less,"Mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 0,17 mm atau kurang",7209.18.91,8925,8924,4,True
8925,Other,Lain-lain,7209.18.99,8926,8924,4,True
8926,"Not in coils, not further worked than cold-rolled (cold-reduced)","Tidak dalam gulungan, tidak dikerjakan lebih lanjut selain dicanai dingin (cold-reduced)",,8927,8913,1,False
8927,Of a thickness of 3 mm or more,Dengan ketebalan 3 mm atau lebih,7209.25.00,8928,8927,2,True
8928,Of a thickness exceeding 1 mm but less than 3 mm,Dengan ketebalan melebihi 1 mm tetapi kurang dari 3 mm,7209.26,8929,8927,2,False
8929,"Of a width not exceeding 1,250 mm",Dengan lebar tidak melebihi 1.250 mm,7209.26.10,8930,8929,3,True
8930,Other,Lain-lain,7209.26.90,8931,8929,3,True
8931,Of a thickness of 0.5 mm or more but not exceeding 1 mm,"Dengan ketebalan 0,5 mm atau lebih tetapi tidak melebihi 1 mm",7209.27,8932,8927,2,False
8932,"Of a width not exceeding 1,250 mm",Dengan lebar tidak melebihi 1.250 mm,7209.27.10,8933,8932,3,True
8933,Other,Lain-lain,7209.27.90,8934,8932,3,True
8934,Of a thickness of less than 0.5 mm,"Dengan ketebalan kurang dari 0,5 mm",7209.28,8935,8927,2,False
8935,Containing by weight less than 0.6 % of carbon and of a thickness of 0.17 mm or less,"Mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 0,17 mm atau kurang",7209.28.10,8936,8935,3,True
8936,Other,Lain-lain,7209.28.90,8937,8935,3,True
8937,Other,Lain-lain,7209.90,8938,8913,1,False
8938,Corrugated,Bergelombang,7209.90.10,8939,8938,2,True
8939,Other,Lain-lain,7209.90.90,8940,8938,2,True
8940,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated","Produk canai lantaian dari besi atau baja bukan paduan, dengan lebar 600 mm atau lebih, dipalut, disepuh atau dilapisi",72.10,8941,0,0,False
8941,Plated or coated with tin,Disepuh atau dilapisi dengan timah,,8942,8941,1,False
8942,Of a thickness of 0.5 mm or more,"Dengan ketebalan 0,5 mm atau lebih",7210.11,8943,8942,2,False
8943,Containing by weight 0.6 % or more of carbon,"Mengandung karbon 0,6 % atau lebih menurut beratnya",7210.11.10,8944,8943,3,True
8944,Other,Lain-lain,7210.11.90,8945,8943,3,True
8945,Of a thickness of less than 0.5 mm,"Dengan ketebalan kurang dari 0,5 mm",7210.12,8946,8942,2,False
8946,Containing by weight 0.6 % or more of carbon,"Mengandung karbon 0,6 % atau lebih menurut beratnya",7210.12.10,8947,8946,3,True
8947,Other,Lain-lain,7210.12.90,8948,8946,3,True
8948,"Plated or coated with lead, including terne-plate","Disepuh atau dilapisi dengan timbal, termasuk terne-plate",7210.20,8949,8941,1,False
8949,Containing by weight less than 0.6 % of carbon and of a thickness of 1.5 mm or less,"Mengandung karbon kurang dari 0,6 % menurut beratnya dan dengan ketebalan 1,5 mm atau kurang",7210.20.10,8950,8949,2,True
8950,Other,Lain-lain,7210.20.90,8951,8949,2,True
8951,Electrolytically plated or coated with zinc,Disepuh atau dilapisi secara elektrolisa dengan seng,7210.30,8952,8941,1,False
8952,Containing by weight less than 0.6 % of carbon,"Mengandung karbon kurang dari 0,6 % menurut beratnya",,8953,8952,2,False
